Bill_Id,Bill_Title,Bill_Type,Parliamentary_Year,Term,Standing_Committee,Sponsor_Count,Party_Diversity,Parties,Sponsors
The Pakistan Postal Services Management Board (Ame_2_15,"The Pakistan Postal Services Management Board (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Foreign Exchange (Prevention of Payment) (Amen_1_15,"The Foreign Exchange (Prevention of Payment) (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,1,PTI,Riaz Fatyana;Amjid Ali Khan;Riaz Fatyana;Amjid Ali Khan;Riaz Fatyana;Amjid Ali Khan
"The Bonded Labour System (Abolition) Amendment), B_2_15","The Bonded Labour System (Abolition) Amendment), Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Islamabad Capital Territory Shops, Business an_2_15","The Islamabad Capital Territory Shops, Business and Industrial Establishments (Security) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Trade Development Authority of Pakistan (Amend_2_15,"The Trade Development Authority of Pakistan (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Constitution (Amendment) Bill, 2019 (Article 3_1_15","The Constitution (Amendment) Bill, 2019 (Article 37)
[Support]",Private,1,15,Not Applicable,6,1,PTI,Shunila Ruth;Dr. Ramesh Kumar Vankwani;Shunila Ruth;Dr. Ramesh Kumar Vankwani;Shunila Ruth;Dr. Ramesh Kumar Vankwani
"The Constitution (Amendment) Bill, 2020 (Article 2_2_15","The Constitution (Amendment) Bill, 2020 (Article 213)
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PPPP,Syed Iftikhar Ul Hassan;Rana Mubashir lqbal;Syed Naveed Qamar;Sardar Muhammad Irfan Dogar;Mohsin Shah Nawaz Ranjha;Shaza Fatima Khawaja
The Capital University of Science and Technology (_2_15,"The Capital University of Science and Technology (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Corporate Restructuring Companies (Amendment) _2_15,"The Corporate Restructuring Companies (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Countervailing Duties (Amendment) Bill, 2019
[_2_15","The Countervailing Duties (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Pakistan Health Research Council (Amendment) B_2_15,"The Pakistan Health Research Council (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Dar-ul-Madina International University Islamab_2_15,"The Dar-ul-Madina International University Islamabad (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Credit Bureaus (Amendment) Bill, 2019
[Support_2_15","The Credit Bureaus (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Shaheed Zulfiqar Ali Bhutto Medical University_2_15,"The Shaheed Zulfiqar Ali Bhutto Medical University, Islamabad (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The South Asian Strategic Stability Institute Univ_2_15,"The South Asian Strategic Stability Institute University Islamabad (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Supreme Court (Number of Judges) (Amendment) B_3_14,"The Supreme Court (Number of Judges) (Amendment) Bill, 2016
[Support]",Private,3,14,Not Applicable,6,2,JUI;MQM,Naeema Kishwar Khan;Sufyan Yousuf;Muhammad Muzammil Qureshi;Kishwer Zehra;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan
The Industrial Development Bank of Pakistan (Reorg_2_15,"The Industrial Development Bank of Pakistan (Reorganization and Conversion) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The COMSATS University Islamabad (Amendment) Bill,_2_15","The COMSATS University Islamabad (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Institute for Art and Culture (Amendment) Bill_2_15,"The Institute for Art and Culture (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Pakistan National Shipping Corporation (Amendm_1_15,"The Pakistan National Shipping Corporation (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,1,PTI,Riaz Fatyana;Amjid Ali Khan;Riaz Fatyana;Amjid Ali Khan;Riaz Fatyana;Amjid Ali Khan
The General Statistics (Reorganization) (Amendment_2_15,"The General Statistics (Reorganization) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Sir-Syed Case (Centre for Advanced Studies in _2_15,"The Sir-Syed Case (Centre for Advanced Studies in Engineering) Institute of Technology Islamabad (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Islamabad Club Administration) (Amendment) Bil_1_15,"The Islamabad Club Administration) (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,1,PTI,Riaz Fatyana;Amjid Ali Khan;Riaz Fatyana;Amjid Ali Khan;Riaz Fatyana;Amjid Ali Khan
"The Central Law Officers (Amendment) Bill, 2016
[S_4_14","The Central Law Officers (Amendment) Bill, 2016
[Support]",Government,4,14,Not Applicable,6,1,PML-N,Zahid Hamid Khan;Zahid Hamid Khan;Zahid Hamid Khan;Zahid Hamid Khan;Zahid Hamid Khan;Zahid Hamid Khan
The Terrorist Affected Areas (Special Court) (Amen_1_15,"The Terrorist Affected Areas (Special Court) (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Terrorist Affected Areas (Special Court) (Amen_2_15,"The Terrorist Affected Areas (Special Court) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
The Evacuee Trust Properties (Management and Dispo_4_15,"The Evacuee Trust Properties (Management and Disposal) (Amendment) Bill, 2021
[Support]",Government,4,15,Not Applicable,6,1,PTI,Noor-ul-Haq Qadri;Noor-ul-Haq Qadri;Noor-ul-Haq Qadri;Noor-ul-Haq Qadri;Noor-ul-Haq Qadri;Noor-ul-Haq Qadri
"The Election Laws (Amendment) Bill, 2014 (Amendmen_2_14","The Election Laws (Amendment) Bill, 2014 (Amendment in section 13 and 49, insertion of new section 51A and 7C)
[Support]",Private,2,14,Not Applicable,6,1,PPPP,Dr. Azra Fazal Pecheho;Shazia Marri;Ms. Nafisa Shah;Dr. Azra Fazal Pecheho;Shazia Marri;Ms. Nafisa Shah
The National University of Technology (Amendment) _2_15,"The National University of Technology (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Prevention of Trafficking in Person (Amendment_2_15,"The Prevention of Trafficking in Person (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Law and Justice Commission of Pakistan (Amendm_5_14,"The Law and Justice Commission of Pakistan (Amendment) Bill, 2017
[Support]",Private,5,14,Not Applicable,6,1,MQM,Muhammad Muzammil Qureshi;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan;Muhammad Muzammil Qureshi;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan
"The Constitution (Amendment) Bill, 2019 (Article 1_1_15","The Constitution (Amendment) Bill, 2019 (Article 1, 51, 59, 106, 175A and 218)
[Support]",Private,1,15,Not Applicable,6,1,PTI,Saleh Muhammad;Ali Khan Jadoon;Uzma Riaz;Saleh Muhammad;Ali Khan Jadoon;Uzma Riaz
"The Constitution (Amendment) Bill, 2019 (Article 5_1_15","The Constitution (Amendment) Bill, 2019 (Article 51 and 59)
[Support]",Private,1,15,Not Applicable,6,1,MQM,Kishwer Zehra;Kishwer Zehra;Kishwer Zehra;Kishwer Zehra;Kishwer Zehra;Kishwer Zehra
"The Futures Market (Amendment) Bill, 2019
[Support_2_15","The Futures Market (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Pakistan Postal Services Management Board (Ame_1_15,"The Pakistan Postal Services Management Board (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Memon University at Islamabad Bill, 2021
[Supp_3_15","The Memon University at Islamabad Bill, 2021
[Support]",Private,3,15,Not Applicable,6,1,MQM,Iqbal Muhammad Ali Khan;Iqbal Muhammad Ali Khan;Iqbal Muhammad Ali Khan;Iqbal Muhammad Ali Khan;Iqbal Muhammad Ali Khan;Iqbal Muhammad Ali Khan
"The Microfinance Institutions (Amendment) Bill, 20_5_14","The Microfinance Institutions (Amendment) Bill, 2017
[Support]",Private,5,14,Not Applicable,6,1,PTI,Sajida Begum;Sajida Begum;Sajida Begum;Sajida Begum;Sajida Begum;Sajida Begum
The Gas (Theft Control and Recovery) (Amendment) B_2_15,"The Gas (Theft Control and Recovery) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,1,PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
The Islamabad Capital Territory Private Educationa_2_15,"The Islamabad Capital Territory Private Educational Institutions (Registration and Regulation) (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,6,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana
"The Qanun-e-Shahadat (Amendment) Bill, 2022
[Suppo_5_15","The Qanun-e-Shahadat (Amendment) Bill, 2022
[Support]",Government,5,15,Not Applicable,5,1,PML-N,Azam Nazeer Tarar;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq
The Higher Education Commission (Second Amendment)_4_15,"The Higher Education Commission (Second Amendment) Bill, 2021
[Support]",Government,4,15,Not Applicable,5,1,PTI,Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood
"The Islamabad Model Police Bill, 2020
[Support]_3_15","The Islamabad Model Police Bill, 2020
[Support]",Private,3,15,Not Applicable,5,2,PML-N;PTI,Aamer Mehmood Kiyani;Riaz Fatyana;Romina Khurshid Alam;Nafeesa Inayatullah Khan Khattak;Ali Nawaz Awan
The House Building Finance Corporation (Repeal) Bi_5_14,"The House Building Finance Corporation (Repeal) Bill, 2017
[Support]",Government,5,14,Not Applicable,5,1,PML-N,Mohammad Ishaq Dar;Mohammad Ishaq Dar;Rana Muhammad Afzal Khan;Rana Muhammad Afzal Khan;Rana Muhammad Afzal Khan
"The Regulation of Generation, Transmission and Dis_2_15","The Regulation of Generation, Transmission and Distribution of Electric Power (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,5,2,PPPP;PTI,Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Munaza Hassan
"The Criminal Law (Amendment) Bill, 2019 (Section 3_1_15","The Criminal Law (Amendment) Bill, 2019 (Section 365C)
[Support]",Private,1,15,Not Applicable,5,1,IND,Mohsin Javed;Mohsin Javed;Mohsin Javed;Mohsin Javed;Mohsin Javed
The National Commission for Minorities’ Rights Bil_1_16,"The National Commission for Minorities’ Rights Bill, 2025
[Support]",Private,1,16,Not Applicable,5,1,PPPP,Mirza Ikhtiar Baig;Shazia Sobia Aslam Soomro;Ramesh Lal;Naveed Amir;Syed Ali Qasim Gillani
"The Criminal Law (Amendment) Bill, 2014 (Insertion_2_14","The Criminal Law (Amendment) Bill, 2014 (Insertion of new sections 297-A and 297-B, Amendment in Schedule II)
[Support]",Private,2,14,Interior and Narcotics Control,5,1,MQM,S. A. Iqbal Qadri;Sufyan Yousuf;Abdul Rashid Godil;Iqbal Muhammad Ali Khan;Sajid Ahmed
"The Criminal Law (Amendment) Bill, 2014 (Insertion_1_14","The Criminal Law (Amendment) Bill, 2014 (Insertion of new sections 166-A, 166-B, 176-A, 177-B, 176-C, 176-D, 176-E, 176-F, 176-G, 176-H and Amendment in Schedule II)
[Support]",Private,1,14,"Law, Justice and Human Rights",5,1,MQM,Abdul Waseem;Shaikh Salahuddin;Sufyan Yousuf;Kishwer Zehra;Saman Sultana Jafri
"The National Institute of Technology Bill, 2023
[S_5_15","The National Institute of Technology Bill, 2023
[Support]",Private,5,15,Not Applicable,5,2,MMA;PML-N,Syed Imran Ahmad Shah;Syed Javed Hassnain;Zulfiqar Ahmad;Kesoo Mal Kheeal Das;James Iqbal
"The Elections (Amendment) Bill, 2020
[Support]_2_15","The Elections (Amendment) Bill, 2020
[Support]",Private,2,15,Not Applicable,5,1,PTI,Junaid Akbar;Rai Muhammad Murtaza Iqbal;Rai Muhammad Murtaza Iqbal;Rai Muhammad Murtaza Iqbal;Nusrat Wahid
"The Elections (Amendment) Ordinance, 2022 (Ordinan_4_15","The Elections (Amendment) Ordinance, 2022 (Ordinance No. I of 2022)
[Support]",Government,4,15,Not Applicable,5,1,PML-N,Murtaza Javed Abbasi;Murtaza Javed Abbasi;Murtaza Javed Abbasi;Murtaza Javed Abbasi;Murtaza Javed Abbasi
The National Rahmatul-Lil-Aalameen Authority Ordin_4_15,"The National Rahmatul-Lil-Aalameen Authority Ordinance, 2021 (Ordinance No. XXV of 2021)
[Support]",Government,4,15,Not Applicable,5,1,PTI,Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood
The Public Private Partnership Authority (Amendmen_4_15,"The Public Private Partnership Authority (Amendment) Bill, 2021
[Support]",Government,4,15,Not Applicable,5,1,PML-N,Ahsan Iqbal;Ahsan Iqbal;Ahsan Iqbal;Ahsan Iqbal;Ahsan Iqbal
"The Pakistan Halal Authority Bill, 2015
[Support]_3_14","The Pakistan Halal Authority Bill, 2015
[Support]",Government,3,14,Not Applicable,5,1,PML-N,Rana Tanveer Hussain;Rana Tanveer Hussain;Rana Tanveer Hussain;Rana Tanveer Hussain;Rana Tanveer Hussain
"The Civil Servants (Amendment) Bill, 2014 (Amendme_1_14","The Civil Servants (Amendment) Bill, 2014 (Amendment in section 19)
[Support]",Private,1,14,Cabinet Secretariat,5,1,MQM,Syed Waseem Hussain;Abdul Waseem;Sufyan Yousuf;Muhammad Muzammil Qureshi;Kishwer Zehra
"The Civil Servants (Amendment) Bill, 2025
[Support_1_16","The Civil Servants (Amendment) Bill, 2025
[Support]",Private,1,16,Not Applicable,5,1,SIC,Sahibzada Sibghatullah;Sahibzada Sibghatullah;Sahibzada Sibghatullah;Muhammad Mobeen Arif;Usama Ahmed Mela
"The Civil Servants (Amendment) Bill, 2022
[Support_4_15","The Civil Servants (Amendment) Bill, 2022
[Support]",Private,4,15,Not Applicable,5,1,PPPP,Qadir Khan Mandokhail;Qadir Khan Mandokhail;Qadir Khan Mandokhail;Qadir Khan Mandokhail;Qadir Khan Mandokhail
"The Civil Servants (Amendment) Bill, 2014 (Amendme_1_14","The Civil Servants (Amendment) Bill, 2014 (Amendment in section 19)
[Support]",Private,1,14,Not Applicable,5,1,MQM,Syed Waseem Hussain;Abdul Waseem;Sufyan Yousuf;Muhammad Muzammil Qureshi;Kishwer Zehra
"The Criminal Laws (Amendment) Bill, 2020 (Insertio_2_15","The Criminal Laws (Amendment) Bill, 2020 (Insertion of new section 409A)
[Support]",Private,2,15,Not Applicable,5,1,MQM,Engineer Sabir Hussain;Salah-ud-Din;Iqbal Muhammad Ali Khan;Kishwer Zehra;Usama Qadri
"The Pakistan Bait-ul-Mal (Amendment) Bill, 2017
[S_5_14","The Pakistan Bait-ul-Mal (Amendment) Bill, 2017
[Support]",Private,5,14,Not Applicable,5,3,MQM;PPPP;PTI,Mussarat Ahmadzeb;Muhammad Muzammil Qureshi;Muhammad Muzammil Qureshi;Syed Naveed Qammar;Syed Naveed Qammar
"The ICT Tuberculosis (Notification) Bill, 2021
[Su_4_15","The ICT Tuberculosis (Notification) Bill, 2021
[Support]",Private,4,15,Not Applicable,5,1,PTI,Uzma Riaz;Uzma Riaz;Uzma Riaz;Uzma Riaz;Uzma Riaz
"The Higher Education Commission (Amendment) Bill, _4_15","The Higher Education Commission (Amendment) Bill, 2021
[Support]",Government,4,15,Not Applicable,5,1,PTI,Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood;Shafqat Mehmood
"The Federal Newborn Screening Bill, 2019
[Support]_4_15","The Federal Newborn Screening Bill, 2019
[Support]",Private,4,15,Not Applicable,5,1,PTI,Nafeesa Inayatullah Khan Khattak;Nafeesa Inayatullah Khan Khattak;Nafeesa Inayatullah Khan Khattak;Nafeesa Inayatullah Khan Khattak;Nafeesa Inayatullah Khan Khattak
"The Constitution (Amendment) Bill, 2021 (Amendment_3_15","The Constitution (Amendment) Bill, 2021 (Amendment in Articles 11 and 25A)
[Support]",Private,3,15,Not Applicable,5,1,PTI,Amjid Ali Khan;Amjid Ali Khan;Amjid Ali Khan;Amjid Ali Khan;Amjid Ali Khan
"The Constitution (Amendment) Bill, 2022 (Amendment_4_15","The Constitution (Amendment) Bill, 2022 (Amendment in Article- 140-A)
[Support]",Private,4,15,Not Applicable,5,3,MMA;MQM;PTI,Kishwer Zehra;Dr. Khalid Maqbool Siddiqui;Usama Qadri;Jai Parkash;James Iqbal
"The Aiwan-i-Zarat Bill, 2021
[Support]_3_15","The Aiwan-i-Zarat Bill, 2021
[Support]",Private,3,15,Not Applicable,5,1,PTI,Riaz Fatyana;Riaz Fatyana;Riaz Fatyana;Riaz Fatyana;Riaz Fatyana
The International Islamic Institute for Peace (III_5_15,"The International Islamic Institute for Peace (IIIP) Bill, 2023 (Moved by Dr. Zulfiqar Ali Bhatti (II)",Private,5,15,Not Applicable,5,1,PML-N,Syed Imran Ahmad Shah;Ihsan ul Haq Bajwa;Zahra Wadood Fatemi;Dr. Zulfiqar Ali Bhatti;Kesoo Mal Kheeal Das
"The Acid and Burn Crime Bill, 2021
[Support]_4_15","The Acid and Burn Crime Bill, 2021
[Support]",Private,4,15,Not Applicable,5,1,PPPP,Mrs. Mahreen Razaque Bhutto;Mrs. Mahreen Razaque Bhutto;Mrs. Mahreen Razaque Bhutto;Mrs. Mahreen Razaque Bhutto;Mrs. Mahreen Razaque Bhutto
"The Post Office Bill, 2020
[Support]_4_15","The Post Office Bill, 2020
[Support]",Private,4,15,Not Applicable,5,1,IND,Mohsin Javed;Mohsin Javed;Mohsin Javed;Mohsin Javed;Mohsin Javed
"The Constitution (Amendment) Bill, 2022 (Amendment_4_15","The Constitution (Amendment) Bill, 2022 (Amendment in Article - 140 - A)
[Support]",Private,4,15,Law and Justice,5,3,MMA;MQM;PTI,Kishwer Zehra;Dr. Khalid Maqbool Siddiqui;Usama Qadri;Jai Parkash;James Iqbal
The Publication of the Holy Quran (Elimination of _1_14,"The Publication of the Holy Quran (Elimination of Printing and Recording Errors) (Amendment) Bill, 2013
[Support]",Private,1,14,Religious Affairs and Inter-faith Harmony,5,1,PML-N,Maj. Retd. Tahir Iqbal;Ch. Muhammad Hamid Hameed;Malik Shakir Bashir Awan;Abdul Majeed Khan Khanan Khel;Nighat Parveen
"The Child Marriage Restraint (Amendment) Bill, 201_3_14","The Child Marriage Restraint (Amendment) Bill, 2016
[Support]",Private,3,14,Not Applicable,5,1,MQM,Dr. Khalid Maqbool Siddiqui;Shaikh Salahuddin;Kishwer Zehra;Dr. Fouzia Hameed;Dr. Nikhat Shakeel Khan
The Mutual Legal Assistance (Criminal Matters) Bil_2_15,"The Mutual Legal Assistance (Criminal Matters) Bill, 2019
[Support]",Government,2,15,Not Applicable,5,1,PTI,Ijaz Ahmad Shah;Ijaz Ahmad Shah;Ijaz Ahmad Shah;Ijaz Ahmad Shah;Ijaz Ahmad Shah
The Federal Public Service Commission (Amendment) _4_15,"The Federal Public Service Commission (Amendment) Bill, 2021
[Support]",Private,4,15,Not Applicable,5,1,PML-N,Kesoo Mal Kheeal Das;Kesoo Mal Kheeal Das;Kesoo Mal Kheeal Das;Kesoo Mal Kheeal Das;Kesoo Mal Kheeal Das
"The Islamabad Water Conservation Bill, 2022
[Suppo_4_15","The Islamabad Water Conservation Bill, 2022
[Support]",Private,4,15,Not Applicable,5,2,PML;PTI,Raja Khurram Shahzad Nawaz;Asma Hadeed;Nafeesa Inayatullah Khan Khattak;Farrukh Khan;Ali Nawaz Awan
"The Privatization Commission (Amendment) Bill, 202_3_15","The Privatization Commission (Amendment) Bill, 2020
[Support]",Government,3,15,Not Applicable,5,1,PTI,Muhammad Mian Soomro;Muhammad Mian Soomro;Muhammad Mian Soomro;Muhammad Mian Soomro;Muhammad Mian Soomro
"The Joint Maritime Information Organization Bill, _3_15","The Joint Maritime Information Organization Bill, 2019
[Support]",Government,3,15,Not Applicable,5,1,PTI,Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak
